#id, 楼层, 上/下按钮, 要去几层, 本条数据生效的间隔时间
5441,7,UP,18,1
5442,17,UP,22,2
5443,14,UP,18,2
5444,15,DOWN,9,2
5445,17,DOWN,1,6
5446,19,DOWN,11,6
5447,15,UP,19,4
5448,22,DOWN,4,1
5449,12,DOWN,9,2
5450,16,DOWN,3,2
5451,15,UP,22,3
5452,17,DOWN,5,2
5453,14,UP,21,4
5454,5,UP,10,3
5455,18,UP,19,5
5456,4,UP,13,3
5457,18,DOWN,10,1
5458,16,UP,20,5
5459,23,DOWN,4,5
5460,18,DOWN,10,6
5461,16,DOWN,3,5
5462,12,DOWN,1,1
5463,1,UP,6,5
5464,13,DOWN,4,5
5465,5,UP,12,1
5466,9,UP,24,2
5467,7,DOWN,2,3
5468,13,UP,17,5
5469,14,DOWN,4,1
5470,10,UP,18,6
5471,21,DOWN,11,3
5472,1,UP,3,1
5473,12,UP,19,6
5474,9,DOWN,4,2
5475,23,DOWN,9,1
5476,8,DOWN,6,1
5477,5,UP,19,5
5478,4,UP,13,4
5479,12,DOWN,7,3
5480,6,UP,11,1
5481,20,DOWN,15,4
5482,9,UP,14,1
5483,18,UP,20,3
5484,6,UP,19,2
5485,7,DOWN,2,2
5486,10,UP,17,4
5487,17,DOWN,7,4
5488,4,UP,13,3
5489,23,DOWN,3,4
5490,23,DOWN,2,3
5491,24,DOWN,5,5
5492,1,UP,20,4
5493,21,DOWN,10,4
5494,4,UP,12,5
5495,17,UP,20,4
5496,23,DOWN,15,6
5497,21,DOWN,17,3
5498,18,UP,19,4
5499,23,DOWN,8,5
5500,23,DOWN,16,3
5501,16,DOWN,4,6
5502,3,UP,16,6
5503,14,UP,16,5
5504,14,UP,24,6
5505,7,UP,13,1
5506,14,DOWN,4,5
5507,10,UP,14,6
5508,9,DOWN,3,2
5509,11,UP,18,3
5510,4,UP,15,4
5511,7,UP,13,6
5512,12,DOWN,2,1
5513,21,UP,22,2
5514,2,UP,18,1
5515,19,DOWN,17,2
5516,21,DOWN,19,2
5517,12,DOWN,4,3
5518,10,DOWN,3,4
5519,20,DOWN,18,4
5520,7,DOWN,6,5
5521,13,UP,19,6
5522,21,DOWN,17,1
5523,23,DOWN,6,5
5524,4,UP,17,2
5525,17,DOWN,4,2
5526,15,DOWN,11,3
5527,11,DOWN,10,6
5528,15,DOWN,4,3
5529,4,UP,10,2
5530,15,DOWN,2,4
5531,20,DOWN,5,3
5532,21,DOWN,15,2
5533,22,DOWN,2,6
5534,23,DOWN,16,3
5535,17,DOWN,10,6
5536,8,DOWN,2,1
5537,5,UP,18,1
5538,15,UP,23,2
5539,14,UP,20,3
5540,9,UP,13,2
5541,24,DOWN,3,2
5542,10,UP,12,2
5543,5,UP,7,5
5544,15,DOWN,2,1
5545,7,UP,9,6
5546,2,UP,5,2
5547,14,UP,18,4
5548,22,DOWN,20,1
5549,17,DOWN,8,1
5550,9,UP,20,2
5551,6,UP,11,1
5552,9,DOWN,2,4
5553,4,UP,24,1
5554,3,UP,23,5
5555,18,DOWN,16,3
5556,13,DOWN,1,4
5557,13,UP,19,5
5558,18,DOWN,11,6
5559,8,UP,14,1
5560,21,DOWN,19,6
5561,11,DOWN,3,1
5562,7,UP,20,3
5563,8,UP,18,5
5564,17,DOWN,10,5
5565,21,DOWN,2,5
5566,22,DOWN,18,3
5567,15,DOWN,13,5
5568,16,UP,24,4
5569,6,DOWN,2,2
5570,2,UP,3,6
5571,3,UP,4,4
5572,22,DOWN,7,6
5573,2,UP,3,6
5574,8,UP,24,1
5575,5,UP,15,3
5576,8,DOWN,1,3
5577,11,DOWN,3,3
5578,22,DOWN,21,1
5579,21,DOWN,4,2
5580,11,DOWN,10,2
5581,24,DOWN,22,2
5582,2,UP,17,4
5583,22,DOWN,18,1
5584,18,UP,22,5
5585,10,UP,13,2
5586,1,UP,15,2
5587,22,DOWN,6,3
5588,10,DOWN,8,3
5589,20,DOWN,14,3
5590,18,UP,21,5
5591,1,UP,18,1
5592,15,UP,23,5
5593,18,DOWN,7,4
5594,20,DOWN,13,1
5595,16,DOWN,9,3
5596,12,UP,22,3
5597,15,UP,16,5
5598,21,DOWN,15,2
5599,1,UP,4,2
5600,20,DOWN,19,5
5601,3,UP,12,1
5602,22,DOWN,2,4
5603,1,UP,19,1
5604,21,DOWN,4,1
5605,16,UP,20,4
5606,19,UP,22,4
5607,10,UP,22,2
5608,5,DOWN,2,3
5609,7,UP,21,4
5610,7,UP,24,4
5611,3,UP,9,5
5612,14,DOWN,9,1
5613,2,UP,17,5
5614,18,DOWN,14,5
5615,20,DOWN,3,5
5616,21,DOWN,5,6
5617,18,DOWN,8,5
5618,13,UP,21,5
5619,16,DOWN,3,3
5620,9,UP,23,1
5621,18,UP,22,2
5622,17,DOWN,9,5
5623,7,DOWN,5,3
5624,16,UP,17,5
5625,22,DOWN,6,5
5626,7,UP,17,4
5627,21,DOWN,20,6
5628,21,DOWN,3,3
5629,20,DOWN,11,4
5630,1,UP,5,3
5631,3,UP,7,3
5632,21,UP,24,5
5633,5,UP,7,2
5634,14,DOWN,13,4
5635,1,UP,6,1
5636,1,UP,16,6
5637,4,UP,6,1
5638,7,UP,10,2
5639,15,DOWN,11,1
5640,21,UP,22,4
5641,23,DOWN,8,1
5642,5,DOWN,3,6
5643,9,DOWN,5,6
5644,19,UP,23,5
5645,5,UP,18,6
5646,1,UP,24,2
5647,11,DOWN,6,3
5648,13,DOWN,5,4
5649,13,DOWN,10,2
5650,13,DOWN,9,1
5651,13,UP,21,4
5652,1,UP,6,4
5653,4,UP,10,3
5654,19,DOWN,13,6
5655,20,UP,24,1
5656,22,DOWN,6,4
5657,7,UP,9,1
5658,23,DOWN,14,1
5659,12,DOWN,2,5
5660,9,UP,19,2
5661,18,DOWN,3,4
5662,20,UP,23,3
5663,23,DOWN,19,5
5664,2,UP,17,6
5665,23,DOWN,22,1
5666,18,UP,24,1
5667,10,UP,13,4
5668,15,DOWN,13,6
5669,11,DOWN,2,6
5670,1,UP,2,3
5671,23,DOWN,5,2
5672,14,DOWN,6,6
5673,2,UP,3,6
5674,21,DOWN,9,2
5675,7,DOWN,1,4
5676,21,DOWN,2,6
5677,12,DOWN,11,5
5678,22,DOWN,11,3
5679,1,UP,20,4
5680,21,DOWN,10,2
5681,18,DOWN,1,5
5682,14,DOWN,10,5
5683,7,UP,15,3
5684,23,DOWN,22,5
5685,3,UP,18,6
5686,13,UP,23,2
5687,12,UP,19,1
5688,21,DOWN,2,4
5689,11,UP,13,6
5690,22,DOWN,19,5
5691,17,UP,20,4
5692,6,UP,23,3
5693,11,UP,18,5
5694,3,UP,13,2
5695,10,UP,18,2
5696,18,DOWN,1,5
5697,21,UP,24,1
5698,8,DOWN,2,2
5699,22,DOWN,15,4
5700,20,UP,23,1
5701,7,UP,15,6
5702,5,DOWN,1,6
5703,10,UP,17,3
5704,18,DOWN,17,6
5705,13,UP,19,3
5706,9,DOWN,2,1
5707,17,DOWN,8,4
5708,5,UP,21,3
5709,11,DOWN,2,5
5710,1,UP,4,2
5711,4,UP,9,1
5712,5,UP,12,3
5713,24,DOWN,12,4
5714,3,UP,14,2
5715,11,UP,15,6
5716,2,UP,20,2
5717,16,DOWN,15,2
5718,21,DOWN,6,1
5719,24,DOWN,18,2
5720,8,UP,10,6
5721,16,DOWN,3,6
5722,4,UP,19,1
5723,13,UP,22,2
5724,17,UP,24,4
5725,12,DOWN,5,3
5726,21,DOWN,6,3
5727,19,DOWN,9,1
5728,18,DOWN,6,5
5729,10,UP,14,3
5730,10,UP,18,5
5731,21,DOWN,5,3
5732,2,UP,24,2
5733,8,UP,12,6
5734,14,DOWN,3,4
5735,12,UP,17,4
5736,6,UP,13,1
5737,17,UP,19,5
5738,10,DOWN,4,6
5739,11,DOWN,8,5
5740,16,DOWN,11,2
5741,5,UP,14,3
5742,4,DOWN,2,1
5743,15,UP,20,5
5744,2,UP,6,2
5745,23,DOWN,15,2
5746,19,DOWN,18,3
5747,18,UP,19,4
5748,6,DOWN,4,1
5749,7,UP,14,1
5750,13,UP,17,3
5751,3,UP,4,6
5752,2,UP,20,6
5753,10,DOWN,8,5
5754,24,DOWN,15,5
5755,1,UP,20,4
5756,23,DOWN,19,4
5757,12,DOWN,2,4
5758,15,DOWN,2,1
5759,6,UP,14,3
5760,8,UP,14,3
5761,23,DOWN,15,1
5762,6,UP,9,3
5763,12,UP,23,6
5764,24,DOWN,5,6
5765,19,DOWN,2,4
5766,21,DOWN,20,1
5767,11,DOWN,3,6
5768,20,DOWN,8,1
5769,24,DOWN,13,5
5770,14,DOWN,10,2
5771,1,UP,4,6
5772,23,DOWN,9,6
5773,22,DOWN,13,1
5774,15,UP,17,3
5775,23,DOWN,5,6
5776,14,DOWN,3,3
5777,23,DOWN,14,3
5778,8,UP,13,3
5779,15,DOWN,3,1
5780,14,DOWN,2,3
5781,15,UP,24,4
5782,15,UP,23,5
5783,14,DOWN,11,4
5784,16,DOWN,4,2
5785,17,UP,24,4
5786,13,UP,17,6
5787,4,UP,23,6
5788,7,UP,22,6
5789,13,DOWN,11,3
5790,3,UP,22,5
5791,21,DOWN,15,5
5792,7,DOWN,3,4
5793,3,UP,5,6
5794,6,UP,8,1
5795,5,UP,12,3
5796,22,DOWN,15,5
5797,15,DOWN,9,4
5798,6,UP,16,4
5799,10,UP,18,4
5800,21,DOWN,1,5
5801,23,DOWN,6,2
5802,2,UP,5,3
5803,2,UP,17,1
5804,3,UP,15,6
5805,8,UP,18,1
5806,3,UP,12,3
5807,13,UP,15,2
5808,14,DOWN,3,3
5809,22,DOWN,15,6
5810,10,DOWN,6,3
5811,5,UP,12,6
5812,23,DOWN,11,5
5813,3,UP,15,2
5814,8,UP,15,2
5815,19,DOWN,18,2
5816,22,DOWN,16,1
5817,20,DOWN,5,6
5818,12,UP,14,4
5819,1,UP,24,2
5820,9,UP,18,3
5821,24,DOWN,17,1
5822,6,UP,14,1
5823,20,DOWN,14,3
5824,9,DOWN,6,1
5825,14,UP,18,1
5826,18,DOWN,14,6
5827,9,UP,14,5
5828,2,UP,20,4
5829,20,DOWN,13,5
5830,10,DOWN,5,4
5831,7,UP,17,5
5832,12,UP,13,6
5833,7,UP,19,2
5834,8,UP,17,2
5835,4,UP,13,1
5836,12,UP,24,2
5837,19,UP,22,1
5838,19,DOWN,13,2
5839,4,UP,19,2
5840,22,DOWN,16,4
5841,13,UP,20,5
5842,21,DOWN,13,2
5843,5,UP,15,3
5844,21,DOWN,2,1
5845,12,UP,22,5
5846,13,UP,20,1
5847,19,DOWN,16,5
5848,24,DOWN,8,4
5849,7,UP,11,5
5850,24,DOWN,10,6
5851,1,UP,2,3
5852,5,UP,22,3
5853,12,DOWN,5,5
5854,18,UP,22,4
5855,14,DOWN,7,5
5856,6,UP,23,5
5857,14,DOWN,12,3
5858,20,DOWN,6,4
5859,7,DOWN,1,6
5860,21,DOWN,14,3
5861,2,UP,5,4
5862,22,DOWN,1,4
5863,15,DOWN,11,4
5864,12,UP,13,6
5865,21,DOWN,20,5
5866,23,DOWN,12,5
5867,18,DOWN,1,4
5868,10,DOWN,5,2
5869,18,DOWN,9,4
5870,2,UP,7,2
5871,8,DOWN,6,1
5872,12,DOWN,1,4
5873,2,UP,6,3
5874,16,UP,21,6
5875,6,UP,18,5
5876,7,UP,21,4
5877,13,DOWN,2,2
5878,21,DOWN,17,6
5879,16,DOWN,4,3
5880,14,DOWN,11,2
5881,13,UP,14,1
5882,10,DOWN,4,3
5883,19,DOWN,3,1
5884,4,UP,6,3
5885,10,UP,20,2
5886,11,UP,13,6
5887,12,DOWN,11,1
5888,7,DOWN,2,5
5889,11,UP,12,6
5890,14,UP,18,4
5891,15,UP,19,3
5892,12,DOWN,6,4
5893,19,DOWN,4,6
5894,5,UP,12,6
5895,24,DOWN,18,3
5896,10,UP,17,5
5897,4,UP,8,2
5898,19,DOWN,9,5
5899,3,UP,13,6
5900,11,UP,21,5
5901,22,DOWN,11,1
5902,18,DOWN,13,3
5903,12,DOWN,1,5
5904,12,DOWN,4,4
5905,2,UP,18,6
5906,8,UP,17,4
5907,13,DOWN,8,2
5908,11,UP,15,1
5909,7,UP,16,2
5910,1,UP,24,2
5911,19,DOWN,3,4
5912,5,DOWN,3,1
5913,17,DOWN,1,1
5914,5,UP,9,2
5915,13,UP,18,6
5916,22,DOWN,21,4
5917,18,DOWN,2,5
5918,12,DOWN,4,2
5919,6,UP,15,2
5920,1,UP,14,2
5921,16,DOWN,12,2
5922,24,DOWN,1,5
5923,23,DOWN,11,2
5924,10,DOWN,1,4
5925,10,DOWN,2,3
5926,19,DOWN,12,3
5927,21,UP,22,3
5928,11,DOWN,5,5
5929,13,DOWN,2,3
5930,10,DOWN,3,4
5931,21,DOWN,2,2
5932,11,UP,20,2
5933,3,UP,15,1
5934,7,UP,23,2
5935,3,UP,18,4
5936,15,DOWN,12,4
5937,24,DOWN,20,3
5938,2,UP,20,5
5939,21,DOWN,6,6
5940,16,UP,22,5
5941,2,UP,17,1
5942,24,DOWN,12,3
5943,4,DOWN,2,1
5944,19,DOWN,13,4
5945,2,UP,14,1
5946,8,UP,21,4
5947,18,DOWN,17,3
5948,9,UP,19,2
5949,5,UP,13,5
5950,13,DOWN,9,5
5951,1,UP,24,4
5952,1,UP,6,2
5953,9,UP,21,4
5954,21,DOWN,18,5
5955,16,UP,23,3
5956,2,UP,20,6
5957,21,DOWN,17,2
5958,15,UP,23,4
5959,10,UP,18,2
5960,21,UP,24,2
5961,2,UP,8,2
5962,2,UP,7,4
5963,13,DOWN,5,2
5964,16,UP,24,6
5965,7,UP,21,5
5966,2,UP,24,5
5967,12,UP,14,5
5968,22,DOWN,21,6
5969,4,UP,24,3
5970,13,DOWN,3,5
5971,18,DOWN,4,4
5972,10,UP,14,5
5973,13,UP,20,2
5974,11,UP,15,5
5975,4,UP,13,5
5976,3,UP,9,3
5977,10,UP,16,5
5978,13,UP,23,3
5979,9,DOWN,4,2
5980,2,UP,7,3
5981,24,DOWN,18,5
5982,20,DOWN,10,6
5983,16,DOWN,9,1
5984,7,UP,11,5
5985,23,DOWN,21,3
5986,17,DOWN,6,6
5987,15,DOWN,3,6
5988,18,DOWN,7,5
5989,17,DOWN,4,1
5990,20,DOWN,9,2
5991,4,UP,16,6
5992,5,DOWN,4,4
5993,10,DOWN,7,2
5994,6,DOWN,5,3
5995,10,DOWN,4,3
5996,7,UP,11,4
5997,17,DOWN,11,6
5998,9,DOWN,7,3
5999,2,UP,15,1
6000,21,DOWN,15,5
6001,23,DOWN,3,6
6002,19,DOWN,18,3
6003,17,UP,21,6
6004,11,UP,23,4
6005,15,UP,22,1
6006,20,UP,23,2
6007,7,UP,22,5
6008,5,DOWN,3,4
6009,13,UP,18,5
6010,10,UP,11,6
6011,14,DOWN,3,2
6012,9,UP,20,6
6013,21,UP,23,3
6014,3,UP,13,6
6015,3,UP,5,6
6016,6,UP,24,6
6017,18,DOWN,16,4
6018,3,UP,23,3
6019,6,UP,20,4
6020,7,UP,13,3
6021,14,UP,15,3
6022,3,UP,15,5
6023,18,UP,23,1
6024,21,DOWN,9,6
6025,18,DOWN,5,2
6026,19,DOWN,5,6
6027,1,UP,22,4
6028,5,UP,24,2
6029,16,DOWN,5,3
6030,1,UP,7,5
6031,23,DOWN,12,1
6032,8,UP,20,4
6033,17,DOWN,7,5
6034,24,DOWN,6,6
6035,10,UP,16,2
6036,22,DOWN,5,1
6037,24,DOWN,2,3
6038,23,DOWN,11,5
6039,14,UP,15,2
6040,5,UP,6,1
6041,24,DOWN,10,2
6042,13,UP,17,3
6043,10,UP,23,2
6044,7,UP,12,2
6045,19,DOWN,5,1
6046,8,UP,10,1
6047,15,DOWN,4,6
6048,9,DOWN,4,5
6049,9,UP,23,3
6050,4,UP,24,2
6051,13,UP,19,3
6052,23,DOWN,8,6
6053,10,UP,23,3
6054,1,UP,18,1
6055,17,UP,20,5
6056,12,UP,14,2
6057,10,UP,18,3
6058,16,DOWN,7,1
6059,12,DOWN,5,3
6060,22,DOWN,12,1
6061,19,DOWN,17,2
6062,20,DOWN,8,1
6063,1,UP,21,6
6064,3,DOWN,1,2
6065,15,DOWN,14,2
6066,20,DOWN,8,6
6067,7,DOWN,4,1
6068,11,DOWN,5,5
6069,22,DOWN,7,1
6070,14,UP,23,4
6071,19,DOWN,10,6
6072,16,UP,23,2
6073,7,UP,17,4
6074,24,DOWN,2,6
6075,12,UP,24,3
6076,24,DOWN,19,5
6077,21,DOWN,7,1
6078,21,DOWN,13,4
6079,15,DOWN,14,1
6080,7,UP,8,2
6081,15,UP,18,5
6082,7,UP,24,5
6083,5,UP,23,1
6084,22,DOWN,1,4
6085,24,DOWN,13,1
6086,5,UP,19,3
6087,12,UP,24,5
6088,18,UP,24,2
6089,13,DOWN,7,4
6090,7,UP,8,4
6091,14,UP,17,5
6092,24,DOWN,16,1
6093,3,UP,9,2
6094,20,DOWN,19,1
6095,9,UP,11,5
6096,22,DOWN,14,3
6097,10,UP,22,6
6098,21,DOWN,8,1
6099,12,DOWN,9,4
6100,12,UP,22,6
6101,18,DOWN,3,1
6102,1,UP,9,3
6103,10,DOWN,3,3
6104,19,DOWN,2,6
6105,19,DOWN,15,4
6106,19,UP,22,1
6107,18,DOWN,17,2
6108,12,DOWN,3,6
6109,20,DOWN,5,2
6110,21,DOWN,15,6
6111,17,DOWN,12,4
6112,24,DOWN,12,4
6113,24,DOWN,6,3
6114,20,DOWN,10,5
6115,21,DOWN,10,5
6116,17,UP,23,1
6117,24,DOWN,2,5
6118,21,DOWN,4,1
6119,6,UP,10,4
6120,21,DOWN,4,6
6121,9,UP,23,6
6122,7,UP,20,2
6123,9,DOWN,7,6
6124,17,UP,22,1
6125,13,UP,21,3
6126,4,UP,6,1
6127,7,DOWN,4,1
6128,17,DOWN,5,3
6129,4,UP,14,1
6130,16,DOWN,8,6
6131,5,UP,16,3
6132,10,UP,13,2
6133,4,UP,18,5
6134,18,DOWN,2,6
6135,18,DOWN,15,4
6136,13,UP,14,3
6137,8,UP,9,1
6138,12,DOWN,10,6
6139,5,UP,8,3
6140,8,UP,12,3
6141,17,DOWN,8,5
6142,22,DOWN,20,5
6143,3,DOWN,2,4
6144,3,UP,14,3
6145,11,UP,22,2
6146,8,UP,11,5
6147,3,UP,22,1
6148,19,DOWN,9,5
6149,2,UP,12,5
6150,18,DOWN,8,1
6151,4,UP,5,6
6152,22,DOWN,19,2
6153,14,UP,19,5
6154,17,DOWN,3,5
6155,11,DOWN,7,6
6156,24,DOWN,1,2
6157,8,UP,21,4
6158,10,UP,16,5
6159,24,DOWN,15,1
6160,13,UP,22,5
6161,6,UP,13,6
6162,18,DOWN,12,6
6163,8,UP,21,2
6164,11,DOWN,4,3
6165,1,UP,6,1
6166,1,UP,7,5
6167,24,DOWN,7,5
6168,18,UP,24,2
6169,12,UP,18,2
6170,24,DOWN,20,3
6171,17,DOWN,3,6
6172,16,UP,21,1
6173,10,DOWN,3,1
6174,21,DOWN,16,2
6175,9,UP,14,3
6176,3,UP,19,5
6177,21,DOWN,17,5
6178,6,UP,15,6
6179,19,DOWN,5,2
6180,4,UP,8,5
6181,24,DOWN,10,3
6182,10,DOWN,8,5
6183,10,DOWN,9,6
6184,7,UP,20,4
6185,6,DOWN,1,5
6186,17,DOWN,14,2
6187,2,UP,15,3
6188,22,DOWN,8,4
6189,11,DOWN,9,1
6190,5,UP,8,6
6191,7,DOWN,4,2
6192,9,DOWN,2,6
6193,11,DOWN,6,6
6194,21,DOWN,10,2
6195,14,DOWN,6,3
6196,10,DOWN,9,5
6197,10,DOWN,1,6
6198,16,DOWN,6,6
6199,23,DOWN,4,6
6200,14,UP,17,4
6201,9,DOWN,5,4
6202,4,UP,12,6
6203,6,UP,14,5
6204,5,UP,11,4
6205,8,UP,18,4
6206,18,DOWN,8,4
6207,6,UP,9,3
6208,17,DOWN,12,2
6209,9,DOWN,7,3
6210,14,DOWN,1,1
6211,22,DOWN,1,1
6212,15,DOWN,4,2
6213,11,DOWN,3,1
6214,9,DOWN,7,6
6215,16,DOWN,10,4
6216,2,UP,5,6
6217,7,UP,16,6
6218,21,DOWN,12,4
6219,7,UP,23,6
6220,19,DOWN,13,6
6221,20,DOWN,7,1
6222,8,DOWN,5,3
6223,11,UP,21,1
6224,4,UP,9,6
6225,1,UP,22,6
6226,24,DOWN,3,2
6227,3,UP,24,4
6228,20,DOWN,16,4
6229,7,UP,21,3
6230,21,DOWN,10,2
6231,23,DOWN,19,3
6232,13,DOWN,8,3
6233,1,UP,16,6
6234,5,UP,13,1
6235,1,UP,5,1
6236,24,DOWN,16,1
6237,1,UP,7,4
6238,18,DOWN,12,2
6239,22,DOWN,7,5
6240,18,DOWN,10,1
6241,8,DOWN,1,2
6242,6,UP,12,3
6243,5,DOWN,4,1
6244,15,UP,20,5
6245,9,DOWN,6,5
6246,15,UP,17,6
6247,12,DOWN,8,6
6248,4,UP,11,4
6249,2,UP,19,1
6250,6,UP,11,1
6251,19,DOWN,17,1
6252,2,UP,19,2
6253,17,DOWN,8,3
6254,9,UP,18,2
6255,23,DOWN,19,3
6256,22,DOWN,15,4
6257,24,DOWN,21,5
6258,9,DOWN,7,5
6259,20,DOWN,6,5
6260,22,UP,24,2
6261,5,DOWN,3,3
6262,15,DOWN,1,6
6263,6,DOWN,2,2
6264,21,DOWN,20,4
6265,16,DOWN,14,4
6266,8,DOWN,1,5
6267,13,DOWN,4,3
6268,7,UP,14,4
6269,1,UP,24,5
6270,8,UP,18,3
6271,4,DOWN,1,5
6272,8,UP,21,3
6273,5,UP,24,2
6274,19,DOWN,17,1
6275,6,UP,23,3
6276,6,UP,20,3
6277,13,UP,17,3
6278,15,DOWN,4,1
6279,13,DOWN,4,6
6280,14,DOWN,12,6
6281,20,UP,23,5
6282,22,DOWN,18,1
6283,23,UP,24,2
6284,9,UP,19,5
6285,20,UP,24,6
6286,22,DOWN,14,3
6287,4,UP,19,6
6288,24,DOWN,19,3
6289,15,DOWN,5,3
6290,19,UP,20,4
6291,4,UP,20,4
6292,3,UP,22,4
6293,13,DOWN,9,5
6294,19,UP,24,1
6295,24,DOWN,12,2
6296,1,UP,10,4
6297,12,DOWN,9,2
6298,7,UP,17,2
6299,7,UP,14,3
6300,1,UP,20,3
6301,5,DOWN,2,2
6302,24,DOWN,12,1
6303,11,DOWN,7,5
6304,15,DOWN,5,3
6305,18,DOWN,1,2
6306,17,DOWN,12,2
6307,9,DOWN,7,4
6308,20,DOWN,19,3
6309,20,DOWN,13,6
6310,21,DOWN,15,6
6311,5,UP,12,5
6312,8,UP,23,1
6313,19,DOWN,18,5
6314,7,UP,24,1
6315,6,UP,18,3
6316,12,DOWN,6,5
6317,23,DOWN,16,1
6318,16,DOWN,6,3
6319,19,DOWN,8,6
6320,9,UP,14,4
6321,4,UP,8,1
6322,2,UP,15,6
6323,18,UP,19,1
6324,5,UP,8,1
6325,15,DOWN,7,1
6326,1,UP,12,4
6327,21,DOWN,13,6
6328,13,UP,17,1
6329,3,UP,6,3
6330,14,DOWN,11,1
6331,24,DOWN,21,4
6332,22,DOWN,5,3
6333,11,UP,19,6
6334,11,UP,24,6
6335,11,DOWN,9,5
6336,11,DOWN,7,6
6337,4,UP,13,2
6338,10,DOWN,1,1
6339,11,UP,15,4
6340,11,DOWN,5,2
6341,4,UP,19,4
6342,2,UP,6,1
6343,10,DOWN,7,3
6344,24,DOWN,3,4
6345,16,DOWN,7,4
6346,15,DOWN,3,6
6347,17,DOWN,6,4
6348,23,DOWN,21,3
6349,5,UP,10,3
6350,4,UP,23,3
6351,8,UP,23,1
6352,2,UP,14,5
6353,22,DOWN,10,3
6354,10,UP,23,3
6355,12,DOWN,6,4
6356,22,DOWN,13,4
6357,17,UP,21,2
6358,18,UP,20,6
6359,9,UP,18,5
6360,19,DOWN,12,6
6361,11,DOWN,2,4
6362,7,UP,9,4
6363,21,DOWN,3,2
6364,5,UP,23,6
6365,13,UP,19,1
6366,20,UP,24,1
6367,23,DOWN,21,1
6368,20,DOWN,16,6
6369,19,DOWN,1,6
6370,8,UP,9,3
6371,12,UP,14,3
6372,8,UP,21,3
6373,12,UP,14,5
6374,16,UP,21,1
6375,12,DOWN,2,1
6376,9,DOWN,6,4
6377,13,UP,23,4
6378,22,DOWN,17,5
6379,18,DOWN,8,2
6380,24,DOWN,19,2
6381,24,DOWN,5,4
6382,3,UP,5,2
6383,17,UP,24,5
6384,13,UP,19,4
6385,9,DOWN,8,4
6386,15,UP,19,1
6387,10,UP,12,6
6388,13,UP,16,6
6389,9,UP,24,3
6390,10,DOWN,4,4
6391,18,DOWN,16,5
6392,22,DOWN,6,2
6393,19,DOWN,1,5
6394,24,DOWN,22,4
6395,1,UP,8,5
6396,17,UP,19,1
6397,12,DOWN,1,4
6398,21,DOWN,10,6
6399,22,DOWN,12,1
6400,20,DOWN,8,5
6401,15,DOWN,7,2
6402,19,DOWN,2,4
6403,23,DOWN,19,4
6404,18,DOWN,15,2
6405,5,DOWN,3,2
6406,4,UP,15,4
6407,13,UP,17,3
6408,1,UP,5,1
6409,19,UP,21,4
6410,9,UP,24,4
6411,12,UP,14,5
6412,15,DOWN,10,4
6413,21,DOWN,5,3
6414,6,DOWN,5,4
6415,14,DOWN,9,6
6416,24,DOWN,17,4
6417,14,UP,22,2
6418,11,UP,12,2
6419,3,UP,16,1
6420,24,DOWN,22,4
6421,24,DOWN,2,1
6422,23,DOWN,21,5
6423,5,DOWN,2,4
6424,14,UP,19,1
6425,12,DOWN,2,5
6426,23,DOWN,4,5
6427,20,DOWN,9,6
6428,13,DOWN,3,6
6429,22,DOWN,13,3
6430,9,UP,15,4
6431,3,DOWN,1,1
6432,21,DOWN,19,2
6433,5,UP,6,1
6434,3,UP,10,2
6435,23,DOWN,6,2
6436,10,UP,16,1
6437,23,DOWN,22,5
6438,5,UP,11,1
6439,15,UP,16,3
6440,15,DOWN,8,2
6441,17,DOWN,13,6
6442,3,UP,14,5
6443,23,DOWN,4,5
6444,18,DOWN,4,6
6445,12,DOWN,6,1
6446,10,DOWN,4,2
6447,10,DOWN,8,3
6448,9,UP,15,1
6449,19,UP,21,2
6450,6,UP,17,1
6451,20,DOWN,10,5
6452,5,UP,10,3
6453,23,DOWN,4,4
6454,13,DOWN,2,1
6455,17,DOWN,15,6
6456,21,DOWN,4,1
6457,3,UP,15,2
6458,22,DOWN,9,1
6459,16,DOWN,9,5
6460,6,UP,11,5
6461,14,UP,20,5
6462,8,UP,17,1
6463,23,DOWN,18,5
6464,8,UP,15,3
6465,23,DOWN,17,3
6466,7,DOWN,5,3
6467,8,UP,19,2
6468,3,UP,6,2
6469,20,UP,21,6
6470,10,UP,16,3
6471,11,DOWN,7,3
6472,11,DOWN,3,3
6473,11,DOWN,8,2
6474,11,DOWN,10,3
6475,22,DOWN,9,5
6476,15,DOWN,9,4
6477,1,UP,23,6
6478,23,DOWN,2,1
6479,17,UP,21,2
6480,15,DOWN,7,1
6481,19,UP,24,1
6482,23,DOWN,8,3
6483,18,DOWN,13,5
6484,10,DOWN,6,4
6485,3,UP,18,1
6486,7,UP,14,4
6487,23,DOWN,4,1
6488,2,UP,14,6
6489,3,UP,19,6
6490,16,DOWN,14,2
6491,17,UP,19,4
6492,22,DOWN,7,5
6493,15,UP,22,6
6494,4,UP,23,5
6495,22,UP,23,1
6496,19,DOWN,4,1
6497,20,DOWN,16,5
6498,14,DOWN,1,5
6499,24,DOWN,19,5
6500,7,DOWN,2,1
6501,22,DOWN,14,1
6502,3,UP,23,6
6503,18,DOWN,7,1
6504,2,UP,15,3
6505,23,DOWN,22,1
6506,17,UP,20,2
6507,10,UP,12,6
6508,18,UP,22,2
6509,12,UP,16,2
6510,11,UP,21,4
