#id, 楼层, 上/下按钮, 要去几层, 读取下一条数据间隔时间
5441,7,UP,18,1
5442,17,UP,22,2
5443,14,UP,18,2
5444,15,DOWN,9,2
5445,17,DOWN,1,6
5446,19,DOWN,11,6
5447,15,UP,19,4
5448,22,DOWN,4,1
5449,12,DOWN,9,2
5450,16,DOWN,3,2
5451,15,UP,22,3
5452,17,DOWN,5,2
5453,14,UP,21,4
5454,5,UP,10,3
5455,18,UP,19,5
5456,4,UP,13,3
5457,18,DOWN,10,1
5458,16,UP,20,5
5459,23,DOWN,4,5
5460,18,DOWN,10,6
5461,16,DOWN,3,5
5462,12,DOWN,1,1
5463,1,UP,6,5
5464,13,DOWN,4,5
5465,5,UP,12,1
5466,9,UP,24,2
5467,7,DOWN,2,3
5468,13,UP,17,5
5469,14,DOWN,4,1
5470,10,UP,18,6
5471,21,DOWN,11,3
5472,1,UP,3,1
5473,12,UP,19,6
5474,9,DOWN,4,2
5475,23,DOWN,9,1
5476,8,DOWN,6,1
5477,5,UP,19,5
5478,4,UP,13,4
5479,12,DOWN,7,3
5480,6,UP,11,1
5481,20,DOWN,15,4
5482,9,UP,14,1
5483,18,UP,20,3
5484,6,UP,19,2
5485,7,DOWN,2,2
5486,10,UP,17,4
5487,17,DOWN,7,4
5488,4,UP,13,3
5489,23,DOWN,3,4
5490,23,DOWN,2,3
5491,24,DOWN,5,5
5492,1,UP,20,4
5493,21,DOWN,10,4
5494,4,UP,12,5
5495,17,UP,20,4
5496,23,DOWN,15,6
5497,21,DOWN,17,3
5498,18,UP,19,4
5499,23,DOWN,8,5
5500,23,DOWN,16,3
5501,16,DOWN,4,6
5502,3,UP,16,6
5503,14,UP,16,5
5504,14,UP,24,6
5505,7,UP,13,1
5506,14,DOWN,4,5
5507,10,UP,14,6
5508,9,DOWN,3,2
5509,11,UP,18,3
5510,4,UP,15,4
5511,7,UP,13,6
5512,12,DOWN,2,1
5513,21,UP,22,2
5514,2,UP,18,1
5515,19,DOWN,17,2
5516,21,DOWN,19,2
5517,12,DOWN,4,3
5518,10,DOWN,3,4
5519,20,DOWN,18,4
5520,7,DOWN,6,5
5521,13,UP,19,6
5522,21,DOWN,17,1
5523,23,DOWN,6,5
5524,4,UP,17,2
5525,17,DOWN,4,2
5526,15,DOWN,11,3
5527,11,DOWN,10,6
5528,15,DOWN,4,3
5529,4,UP,10,2
5530,15,DOWN,2,4
5531,20,DOWN,5,3
5532,21,DOWN,15,2
5533,22,DOWN,2,6
5534,23,DOWN,16,3
5535,17,DOWN,10,6
5536,8,DOWN,2,1
5537,5,UP,18,1
5538,15,UP,23,2
5539,14,UP,20,3
5540,9,UP,13,2
5541,24,DOWN,3,2
5542,10,UP,12,2
5543,5,UP,7,5
5544,15,DOWN,2,1
5545,7,UP,9,6
5546,2,UP,5,2
5547,14,UP,18,4
5548,22,DOWN,20,1
5549,17,DOWN,8,1
5550,9,UP,20,2
5551,6,UP,11,1
5552,9,DOWN,2,4
5553,4,UP,24,1
5554,3,UP,23,5
5555,18,DOWN,16,3
5556,13,DOWN,1,4
5557,13,UP,19,5
5558,18,DOWN,11,6
5559,8,UP,14,1
5560,21,DOWN,19,6
5561,11,DOWN,3,1
5562,7,UP,20,3
5563,8,UP,18,5
5564,17,DOWN,10,5
5565,21,DOWN,2,5
5566,22,DOWN,18,3
5567,15,DOWN,13,5
5568,16,UP,24,4
5569,6,DOWN,2,2
5570,2,UP,3,6
5571,3,UP,4,4
5572,22,DOWN,7,6
5573,2,UP,3,6
5574,8,UP,24,1
5575,5,UP,15,3
5576,8,DOWN,1,3
5577,11,DOWN,3,3
5578,22,DOWN,21,1
5579,21,DOWN,4,2
5580,11,DOWN,10,2
5581,24,DOWN,22,2
5582,2,UP,17,4
5583,22,DOWN,18,1
5584,18,UP,22,5
5585,10,UP,13,2
5586,1,UP,15,2
5587,22,DOWN,6,3
5588,10,DOWN,8,3
5589,20,DOWN,14,3
5590,18,UP,21,5
5591,1,UP,18,1
5592,15,UP,23,5
5593,18,DOWN,7,4
5594,20,DOWN,13,1
5595,16,DOWN,9,3
5596,12,UP,22,3
5597,15,UP,16,5
5598,21,DOWN,15,2
5599,1,UP,4,2
5600,20,DOWN,19,5
5601,3,UP,12,1
5602,22,DOWN,2,4
5603,1,UP,19,1
5604,21,DOWN,4,1
5605,16,UP,20,4
5606,19,UP,22,4
5607,10,UP,22,2
5608,5,DOWN,2,3
5609,7,UP,21,4
5610,7,UP,24,4
5611,3,UP,9,5
5612,14,DOWN,9,1
5613,2,UP,17,5
5614,18,DOWN,14,5
5615,20,DOWN,3,5
5616,21,DOWN,5,6
5617,18,DOWN,8,5
5618,13,UP,21,5
5619,16,DOWN,3,3
5620,9,UP,23,1
5621,18,UP,22,2
5622,17,DOWN,9,5
5623,7,DOWN,5,3
5624,16,UP,17,5
5625,22,DOWN,6,5
5626,7,UP,17,4
5627,21,DOWN,20,6
5628,21,DOWN,3,3
5629,20,DOWN,11,4
5630,1,UP,5,3
5631,3,UP,7,3
5632,21,UP,24,5
5633,5,UP,7,2
5634,14,DOWN,13,4
5635,1,UP,6,1
5636,1,UP,16,6
5637,4,UP,6,1
5638,7,UP,10,2
5639,15,DOWN,11,1
5640,21,UP,22,4
5641,23,DOWN,8,1
5642,5,DOWN,3,6
5643,9,DOWN,5,6
5644,19,UP,23,5
5645,5,UP,18,6
5646,1,UP,24,2
5647,11,DOWN,6,3
5648,13,DOWN,5,4
5649,13,DOWN,10,2
5650,13,DOWN,9,1
5651,13,UP,21,4
5652,1,UP,6,4
5653,4,UP,10,3
5654,19,DOWN,13,6
5655,20,UP,24,1
5656,22,DOWN,6,4
5657,7,UP,9,1
5658,23,DOWN,14,1
5659,12,DOWN,2,5
5660,9,UP,19,2
5661,18,DOWN,3,4
5662,20,UP,23,3
5663,23,DOWN,19,5
5664,2,UP,17,6
5665,23,DOWN,22,1
5666,18,UP,24,1
5667,10,UP,13,4
5668,15,DOWN,13,6
5669,11,DOWN,2,6
5670,1,UP,2,3
5671,23,DOWN,5,2
5672,14,DOWN,6,6
5673,2,UP,3,6
5674,21,DOWN,9,2
5675,7,DOWN,1,4
5676,21,DOWN,2,6
5677,12,DOWN,11,5
5678,22,DOWN,11,3
5679,1,UP,20,4
5680,21,DOWN,10,2
5681,18,DOWN,1,5
5682,14,DOWN,10,5
5683,7,UP,15,3
5684,23,DOWN,22,5
5685,3,UP,18,6
5686,13,UP,23,2
5687,12,UP,19,1
5688,21,DOWN,2,4
5689,11,UP,13,6
5690,22,DOWN,19,5
5691,17,UP,20,4
5692,6,UP,23,3
5693,11,UP,18,5
5694,3,UP,13,2
5695,10,UP,18,2
5696,18,DOWN,1,5
5697,21,UP,24,1
5698,8,DOWN,2,2
5699,22,DOWN,15,4
5700,20,UP,23,1
5701,7,UP,15,6
5702,5,DOWN,1,6
5703,10,UP,17,3
5704,18,DOWN,17,6
5705,13,UP,19,3
5706,9,DOWN,2,1
5707,17,DOWN,8,4
5708,5,UP,21,3
5709,11,DOWN,2,5
5710,1,UP,4,2
5711,4,UP,9,1
5712,5,UP,12,3
5713,24,DOWN,12,4
5714,3,UP,14,2
5715,11,UP,15,6
5716,2,UP,20,2
5717,16,DOWN,15,2
5718,21,DOWN,6,1
5719,24,DOWN,18,2
5720,8,UP,10,6
5721,16,DOWN,3,6
5722,4,UP,19,1
5723,13,UP,22,2
5724,17,UP,24,4
5725,12,DOWN,5,3
5726,21,DOWN,6,3
5727,19,DOWN,9,1
5728,18,DOWN,6,5
5729,10,UP,14,3
5730,10,UP,18,5
5731,21,DOWN,5,3
5732,2,UP,24,2
5733,8,UP,12,6
5734,14,DOWN,3,4
5735,12,UP,17,4
5736,6,UP,13,1
5737,17,UP,19,5
5738,10,DOWN,4,6
5739,11,DOWN,8,5
5740,16,DOWN,11,2
5741,5,UP,14,3
5742,4,DOWN,2,1
5743,15,UP,20,5
5744,2,UP,6,2
5745,23,DOWN,15,2
5746,19,DOWN,18,3
5747,18,UP,19,4
5748,6,DOWN,4,1
5749,7,UP,14,1
5750,13,UP,17,3
5751,3,UP,4,6
5752,2,UP,20,6
5753,10,DOWN,8,5
5754,24,DOWN,15,5
5755,1,UP,20,4
5756,23,DOWN,19,4
5757,12,DOWN,2,4
5758,15,DOWN,2,1
5759,6,UP,14,3
5760,8,UP,14,3
5761,23,DOWN,15,1
5762,6,UP,9,3
5763,12,UP,23,6
5764,24,DOWN,5,6
5765,19,DOWN,2,4
5766,21,DOWN,20,1
5767,11,DOWN,3,6
5768,20,DOWN,8,1
5769,24,DOWN,13,5
5770,14,DOWN,10,2
5771,1,UP,4,6
5772,23,DOWN,9,6
5773,22,DOWN,13,1
5774,15,UP,17,3
5775,23,DOWN,5,6
5776,14,DOWN,3,3
5777,23,DOWN,14,3
5778,8,UP,13,3
5779,15,DOWN,3,1
5780,14,DOWN,2,3
5781,15,UP,24,4
5782,15,UP,23,5
5783,14,DOWN,11,4
5784,16,DOWN,4,2
5785,17,UP,24,4
5786,13,UP,17,6
5787,4,UP,23,6
5788,7,UP,22,6
5789,13,DOWN,11,3
5790,3,UP,22,5
5791,21,DOWN,15,5
5792,7,DOWN,3,4
5793,3,UP,5,6
5794,6,UP,8,1
5795,5,UP,12,3
5796,22,DOWN,15,5
5797,15,DOWN,9,4
5798,6,UP,16,4
5799,10,UP,18,4
5800,21,DOWN,1,5
5801,23,DOWN,6,2
5802,2,UP,5,3
5803,2,UP,17,1
5804,3,UP,15,6
5805,8,UP,18,1
5806,3,UP,12,3
5807,13,UP,15,2
5808,14,DOWN,3,3
5809,22,DOWN,15,6
5810,10,DOWN,6,3
5811,5,UP,12,6
5812,23,DOWN,11,5
5813,3,UP,15,2
5814,8,UP,15,2
5815,19,DOWN,18,2
5816,22,DOWN,16,1
5817,20,DOWN,5,6
5818,12,UP,14,4
5819,1,UP,24,2
5820,9,UP,18,3
5821,24,DOWN,17,1
5822,6,UP,14,1
5823,20,DOWN,14,3
5824,9,DOWN,6,1
5825,14,UP,18,1
5826,18,DOWN,14,6
5827,9,UP,14,5
5828,2,UP,20,4
5829,20,DOWN,13,5
5830,10,DOWN,5,4
5831,7,UP,17,5
5832,12,UP,13,6
5833,7,UP,19,2
5834,8,UP,17,2
5835,4,UP,13,1
5836,12,UP,24,2
5837,19,UP,22,1
5838,19,DOWN,13,2
5839,4,UP,19,2
5840,22,DOWN,16,4
5841,13,UP,20,5
5842,21,DOWN,13,2
5843,5,UP,15,3
5844,21,DOWN,2,1
5845,12,UP,22,5
5846,13,UP,20,1
5847,19,DOWN,16,5
5848,24,DOWN,8,4
5849,7,UP,11,5
5850,24,DOWN,10,6
5851,1,UP,2,3
5852,5,UP,22,3
5853,12,DOWN,5,5
5854,18,UP,22,4
5855,14,DOWN,7,5
5856,6,UP,23,5
5857,14,DOWN,12,3
5858,20,DOWN,6,4
5859,7,DOWN,1,6
5860,21,DOWN,14,3
5861,2,UP,5,4
5862,22,DOWN,1,4
5863,15,DOWN,11,4
5864,12,UP,13,6
5865,21,DOWN,20,5
5866,23,DOWN,12,5
5867,18,DOWN,1,4
5868,10,DOWN,5,2
5869,18,DOWN,9,4
5870,2,UP,7,2
5871,8,DOWN,6,1
5872,12,DOWN,1,4
5873,2,UP,6,3
5874,16,UP,21,6
5875,6,UP,18,5
5876,7,UP,21,4
5877,13,DOWN,2,2
5878,21,DOWN,17,6
5879,16,DOWN,4,3
5880,14,DOWN,11,2
5881,13,UP,14,1
5882,10,DOWN,4,3
#5883,19,DOWN,3,1
